"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"16352",16352,0,108,1,"Tuesday","Saturday","Sunday",1,2,0,0,1,"christine",1,1,1,0
"16354",16354,0,50,3,"Tuesday","Wednesday","Saturday",1,2,0,30,643,"",3,3,1,0.0205555555555556
"16355",16355,0,43,29,"Tuesday","Wednesday","Thursday",1,2,0,0,1452,"",1,1,0,0
"16356",16356,0,52,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",1,1,0,0
"16357",16357,0,87,4,"Tuesday","Saturday","Wednesday",1,2,1,0,1454,"",4,4,3,3.58222222222222
"16358",16358,0,21,1,"Tuesday","Tuesday","Wednesday",1,2,0,20,886,"",2,3,0,0.00861111111111111
"16360",16360,0,4,1,"Tuesday","Saturday","Sunday",1,2,1,0,1454,"",2,2,0,0.0205555555555556
"16362",16362,0,173,1,"Tuesday","Monday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16363",16363,0,8,3,"Tuesday","Thursday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16364",16364,0,77,7,"Tuesday","Wednesday","Wednesday",1,1,1,0,1454,"",1,2,4,0
"16365",16365,0,0,1,"Wednesday","Thursday","Friday",1,1,0,0,1466,"",17,18,15,203.249444444444
"16366",16366,0,23,4.04166666666667,"Tuesday","Thursday","Monday",1,2,0,40,208,"",2,3,0,0.0136111111111111
"16367",16367,0,172,3,"Tuesday","Sunday","Wednesday",1,2,4,0,1454,"Citadines",2,2,1,0.0127777777777778
"16368",16368,0,28,3,"Tuesday","Tuesday","Friday",1,1,0,0,1454,"Mariott Charles",14,18,12,149.2525
"16369",16369,0,59,9,"Tuesday","Friday","Sunday",1,1,0,0,1452,"",1,1,0,0
"16371",16371,0,10,3,"Wednesday","Saturday","Tuesday",1,2,0,0,1454,"Hotel Le Cantagrel",4,4,0,10.8575
"16372",16372,0,91,3,"Tuesday","Tuesday","Friday",1,2,0,0,2,"splendid",8,8,0,1.62416666666667
"16374",16374,0,89,2,"Wednesday","Monday","Wednesday",1,2,0,0,1454,"d'aubusson",14,14,5,192.696388888889
"16375",16375,0,43,3,"Tuesday","Thursday","Sunday",1,3,0,0,1454,"",9,10,8,144.605277777778
"16376",16376,0,6,2,"Tuesday","Monday","Wednesday",1,2,0,0,1454,"",1,1,0,0
"16377",16377,0,17,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",2,2,0,0.0155555555555556
"16378",16378,0,21,8.04166666666667,"Tuesday","Tuesday","Wednesday",1,1,0,0,1454,"",1,2,2,0
"16379",16379,0,4,2,"Tuesday","Saturday","Monday",1,2,0,0,1454,"",2,2,0,0.00666666666666667
"16380",16380,0,10,2,"Tuesday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16381",16381,0,27,3,"Tuesday","Monday","Thursday",1,2,0,20,886,"",3,3,0,0.0633333333333333
"16383",16383,0,30,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,1,0
"16385",16385,0,16,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",1,1,0,0
"16386",16386,0,3,6,"Tuesday","Saturday","Friday",1,1,0,0,1454,"",2,2,1,0.0111111111111111
"16387",16387,0,3,1,"Tuesday","Saturday","Sunday",1,1,0,0,1454,"",1,1,0,0
"16388",16388,0,4,3,"Tuesday","Saturday","Tuesday",1,1,0,0,1452,"",1,1,0,0
"16390",16390,1,10,2,"Tuesday","Friday","Sunday",1,2,0,0,1452,"",3,4,3,0.129722222222222
"16391",16391,0,4,2,"Tuesday","Saturday","Monday",1,2,0,0,1452,"",2,2,7,0.0444444444444444
"16392",16392,0,16,1,"Tuesday","Thursday","Friday",1,2,0,0,1452,"",4,5,7,0.973333333333333
"16394",16394,0,79,8,"Tuesday","Thursday","Friday",1,2,0,0,1454,"",5,7,6,1.56583333333333
"16395",16395,0,41,3,"Tuesday","Monday","Thursday",1,5,0,0,1452,"",1,1,0,0
"16397",16397,0,16,1,"Tuesday","Thursday","Friday",1,2,0,0,1452,"",1,1,1,0
"16398",16398,0,31,4,"Wednesday","Sunday","Thursday",1,2,0,0,45,"hotel des chevaliers",3,3,0,169.980833333333
"16399",16399,0,21,4,"Tuesday","Wednesday","Sunday",1,2,0,0,1454,"",4,4,2,0.315277777777778
"16402",16402,0,8,4,"Tuesday","Thursday","Monday",1,2,0,0,95,"opera",1,1,0,0
"16403",16403,0,25,2.04166666666667,"Tuesday","Saturday","Monday",1,2,0,0,1452,"",1,1,0,0
"16404",16404,0,11,3,"Tuesday","Saturday","Tuesday",1,1,0,0,1452,"",1,1,0,0
"16405",16405,0,3,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16406",16406,1,5,8,"Tuesday","Monday","Tuesday",1,1,0,0,1454,"",4,5,2,0.0375
"16407",16407,0,29,5,"Tuesday","Wednesday","Monday",1,2,0,20,886,"",2,2,0,0.0113888888888889
"16408",16408,0,35,5,"Tuesday","Tuesday","Sunday",1,1,0,0,1454,"",1,1,1,0
"16409",16409,0,47,7,"Tuesday","Monday","Monday",1,1,0,0,1454,"",1,1,0,0
"16410",16410,0,128,7,"Tuesday","Friday","Friday",1,2,0,0,1454,"",3,4,0,0.116388888888889
"16411",16411,0,3,7,"Tuesday","Friday","Friday",1,1,0,0,68,"",6,8,2,0.515277777777778
"16414",16414,0,81,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16415",16415,0,2,4,"Tuesday","Friday","Tuesday",1,1,1,0,1454,"",2,2,1,0.00777777777777778
"16417",16417,0,6,23.0416666666667,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16419",16419,0,87,2,"Tuesday","Friday","Sunday",1,2,0,0,148,"",5,5,2,0.0230555555555556
"16420",16420,0,30,5,"Tuesday","Thursday","Tuesday",1,2,0,40,209,"",2,2,0,0.00472222222222222
"16421",16421,0,17,2,"Thursday","Sunday","Tuesday",1,2,1,0,1454,"",10,10,3,113.808888888889
"16422",16422,0,11,1,"Tuesday","Saturday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16423",16423,0,91,3,"Tuesday","Wednesday","Saturday",1,3,0,0,1454,"",1,1,1,0
"16426",16426,0,122,5,"Tuesday","Saturday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16427",16427,0,21,1,"Tuesday","Tuesday","Wednesday",1,2,0,0,1452,"Novotel Gare de Lyon",3,3,1,0.0136111111111111
"16428",16428,0,23,4.04166666666667,"Tuesday","Friday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16430",16430,0,53,2,"Tuesday","Sunday","Tuesday",1,2,0,40,208,"",1,1,0,0
"16431",16431,0,6,5,"Tuesday","Monday","Saturday",1,2,0,0,1454,"",4,4,0,0.0119444444444444
"16432",16432,0,25,4.04166666666667,"Tuesday","Sunday","Thursday",1,2,0,0,1454,"",1,1,0,0
"16434",16434,0,4,5,"Tuesday","Saturday","Thursday",1,2,0,0,45,"",1,1,0,0
"16436",16436,0,15,4,"Tuesday","Thursday","Monday",1,1,0,50,5,"",1,1,1,0
"16438",16438,0,43,4,"Tuesday","Wednesday","Sunday",1,2,0,0,0,"",2,9,40,0.000555555555555556
"16439",16439,0,31,1,"Tuesday","Saturday","Sunday",1,1,0,0,1454,"",1,1,0,0
"16441",16441,0,13,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16442",16442,0,78,3,"Tuesday","Wednesday","Saturday",1,2,0,0,1454,"mariott",5,5,1,0.0994444444444444
"16443",16443,0,115,2,"Tuesday","Friday","Sunday",1,2,0,40,208,"",3,4,3,0.109444444444444
"16444",16444,0,36,4,"Tuesday","Thursday","Monday",1,2,0,0,1454,"",2,3,3,0.0130555555555556
"16445",16445,0,77,5,"Tuesday","Wednesday","Monday",1,2,0,0,1454,"",2,2,1,0.00472222222222222
"16446",16446,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16447",16447,0,14,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16449",16449,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16450",16450,0,65,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",2,3,1,0.0905555555555556
"16451",16451,0,13,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16455",16455,0,52,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",1,1,1,0
"16457",16457,0,38,2,"Tuesday","Saturday","Monday",1,2,0,0,1454,"",1,1,0,0
"16458",16458,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16459",16459,0,8,1,"Tuesday","Wednesday","Thursday",1,1,0,0,3,"hyatt",3,3,0,0.0283333333333333
"16460",16460,0,37,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16461",16461,0,17,6,"Tuesday","Saturday","Friday",1,3,3,0,1454,"",2,2,2,0.0472222222222222
"16464",16464,0,24,1,"Tuesday","Saturday","Sunday",2,1,0,0,1454,"",4,4,1,0.0305555555555556
"16466",16466,0,13,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16468",16468,0,155,3,"Tuesday","Thursday","Sunday",1,2,3,30,1454,"santa fe",3,3,0,0.0561111111111111
"16469",16469,0,107,3,"Tuesday","Friday","Monday",1,2,0,40,13,"",3,3,3,0.174166666666667
"16470",16470,1,36,3,"Tuesday","Thursday","Sunday",1,2,0,0,149,"keppler",3,3,3,0.528611111111111
"16471",16471,0,16,3,"Tuesday","Friday","Monday",1,1,3,0,1454,"",4,4,1,0.0913888888888889
"16472",16472,0,114,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16473",16473,0,89,4,"Tuesday","Monday","Friday",1,2,0,20,42,"",3,3,4,0.376944444444444
"16474",16474,0,14,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16476",16476,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16477",16477,0,99,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16478",16478,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16480",16480,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16482",16482,0,97,3,"Tuesday","Tuesday","Friday",1,2,0,0,1454,"",3,5,1,0.135277777777778
"16484",16484,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16485",16485,0,35,3,"Tuesday","Wednesday","Saturday",1,1,0,0,1454,"",1,1,0,0
"16486",16486,0,31,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",2,2,0,0.102777777777778
"16487",16487,0,81,4,"Tuesday","Sunday","Thursday",1,1,1,0,77,"",2,2,1,0.0352777777777778
"16488",16488,0,52,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",2,2,1,0.0183333333333333
"16490",16490,0,38,2,"Tuesday","Friday","Sunday",1,1,0,0,1454,"",11,13,5,0.363888888888889
"16493",16493,0,30,1,"Tuesday","Friday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16494",16494,0,13,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16495",16495,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16496",16496,1,9,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",3,3,3,0.0602777777777778
"16497",16497,0,99,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16498",16498,0,53,1,"Tuesday","Sunday","Monday",3,2,1,0,100,"",2,5,0,0.0425
"16500",16500,0,65,7,"Tuesday","Friday","Friday",1,1,0,0,1454,"",1,1,0,0
"16501",16501,0,99,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16502",16502,0,2,2,"Tuesday","Friday","Sunday",2,1,0,30,644,"",2,3,0,0.0169444444444444
"16503",16503,0,108,1,"Tuesday","Saturday","Sunday",1,1,1,0,1454,"",2,2,0,0.0144444444444444
"16504",16504,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16505",16505,0,51,2,"Tuesday","Friday","Sunday",3,2,0,0,1454,"",2,2,1,0.0125
"16506",16506,0,100,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16507",16507,0,99,2,"Tuesday","Thursday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16509",16509,0,44,2,"Tuesday","Friday","Sunday",1,2,0,40,208,"",3,3,2,0.153888888888889
"16511",16511,0,84,3,"Tuesday","Wednesday","Saturday",1,4,0,0,1454,"",3,3,0,0.107222222222222
"16512",16512,0,13,2,"Tuesday","Tuesday","Thursday",1,1,0,0,1454,"",1,1,0,0
"16517",16517,0,1,1,"Tuesday","Thursday","Friday",1,1,0,0,39,"",1,1,0,0
"16518",16518,0,3,2,"Tuesday","Saturday","Monday",1,2,3,0,1454,"",1,2,2,0
"16519",16519,0,26,5,"Tuesday","Monday","Saturday",1,2,2,0,1,"home business paris val d europe",2,2,2,0.0508333333333333
"16522",16522,0,12,2,"Tuesday","Monday","Wednesday",1,2,0,40,208,"",2,3,6,0.0777777777777778
"16523",16523,0,6,3,"Tuesday","Tuesday","Friday",1,2,0,0,1454,"",3,3,1,0.0291666666666667
"16525",16525,0,84,2,"Tuesday","Wednesday","Friday",1,2,0,0,68,"",5,5,9,23.4694444444444
"16526",16526,0,37,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",3,3,1,2.57611111111111
"16527",16527,0,134,1,"Tuesday","Thursday","Friday",1,1,0,0,4,"gobelin",1,1,0,0
"16528",16528,0,32,1,"Tuesday","Saturday","Sunday",1,2,0,0,1454,"",2,2,0,0.0480555555555556
"16529",16529,0,38,3,"Tuesday","Friday","Monday",2,1,0,0,1454,"",1,1,0,0
"16530",16530,0,10,4,"Tuesday","Friday","Tuesday",1,2,0,40,208,"",1,1,0,0
"16532",16532,0,17,1,"Tuesday","Friday","Saturday",1,2,0,30,644,"",4,4,4,0.0725
"16537",16537,0,4,1,"Tuesday","Saturday","Sunday",1,1,0,0,1454,"",3,3,1,0.045
"16539",16539,0,5,4,"Tuesday","Sunday","Thursday",1,1,0,0,1454,"",3,6,3,0.0675
"16541",16541,0,21,1,"Tuesday","Wednesday","Thursday",2,1,0,30,644,"",3,3,3,49.1247222222222
"16542",16542,0,80,2,"Tuesday","Saturday","Monday",1,2,0,0,1454,"",1,1,1,0
"16543",16543,0,78,3,"Tuesday","Thursday","Sunday",1,2,0,0,39,"",3,3,0,0.0208333333333333
"16544",16544,0,28,2,"Sunday","Monday","Wednesday",1,2,0,0,1456,"",2,4,3,123.905
"16545",16545,0,25,3.04166666666667,"Tuesday","Saturday","Tuesday",1,2,0,30,644,"",5,7,1,1.91972222222222
"16547",16547,0,6,3,"Tuesday","Tuesday","Friday",1,2,0,0,1,"wilson",1,1,1,0
"16548",16548,0,35,1,"Tuesday","Wednesday","Thursday",1,2,0,0,1454,"hotel costes",2,3,0,0.0125
"16549",16549,0,9,2,"Tuesday","Friday","Sunday",1,2,0,40,3,"Novotel",1,1,1,0
"16552",16552,0,9,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",1,1,0,0
"16553",16553,0,1,5,"Tuesday","Wednesday","Monday",1,2,0,0,1454,"",1,1,1,0
"16554",16554,0,85,2,"Tuesday","Wednesday","Friday",1,3,0,0,1454,"",5,5,0,0.194722222222222
"16555",16555,0,83,4,"Tuesday","Tuesday","Saturday",1,2,0,30,644,"",2,2,1,0.0280555555555556
"16556",16556,0,84,2,"Tuesday","Wednesday","Friday",1,2,0,0,1454,"",1,1,0,0
"16558",16558,0,24,4.04166666666667,"Tuesday","Friday","Tuesday",1,1,0,0,1454,"",1,2,0,0
"16559",16559,0,83,3,"Tuesday","Monday","Thursday",1,1,0,0,1454,"",4,4,0,0.0161111111111111
"16562",16562,0,8,6,"Tuesday","Wednesday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16563",16563,0,165,7,"Tuesday","Saturday","Saturday",1,2,1,0,1454,"",2,2,0,0.0258333333333333
"16564",16564,0,59,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",2,2,0,0.0244444444444444
"16568",16568,0,83,4,"Tuesday","Tuesday","Saturday",1,2,0,0,1454,"",2,2,2,0.663888888888889
"16569",16569,0,23,3,"Tuesday","Thursday","Sunday",1,2,0,0,1454,"",4,4,0,0.296666666666667
"16570",16570,0,11,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16571",16571,0,62,5,"Tuesday","Tuesday","Sunday",1,2,0,0,1454,"",3,3,0,0.0211111111111111
"16572",16572,0,8,2,"Tuesday","Wednesday","Friday",1,1,0,0,1454,"",1,1,0,0
"16573",16573,0,81,3,"Friday","Wednesday","Saturday",1,2,0,0,1455,"",5,5,0,77.8897222222222
"16575",16575,0,9,3,"Tuesday","Friday","Monday",1,4,0,0,771,"",1,1,0,0
"16576",16576,0,12,3,"Tuesday","Sunday","Wednesday",1,2,0,0,771,"",1,1,0,0
"16577",16577,0,85,6,"Tuesday","Thursday","Wednesday",1,2,0,30,74,"",3,3,1,0.0166666666666667
"16578",16578,0,66,3,"Tuesday","Friday","Monday",1,2,0,0,1454,"",1,1,0,0
"16579",16579,0,16,3,"Tuesday","Friday","Monday",1,2,2,0,1454,"",1,1,1,0
"16581",16581,0,11,7,"Tuesday","Sunday","Sunday",1,4,0,0,1454,"",1,1,0,0
"16582",16582,0,52,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1454,"",5,8,4,0.717222222222222
"16585",16585,0,77,5,"Sunday","Monday","Saturday",2,2,0,0,1456,"",18,23,13,172.035277777778
"16587",16587,0,22,2,"Tuesday","Wednesday","Friday",1,2,0,0,1454,"",1,1,0,0
"16588",16588,0,4,3,"Tuesday","Sunday","Wednesday",1,2,0,0,1454,"",2,2,1,0.0141666666666667
"16589",16589,0,113,3,"Tuesday","Thursday","Sunday",1,2,0,0,1454,"",2,2,1,0.0175
"16590",16590,0,39,7,"Tuesday","Sunday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16593",16593,0,80,3,"Monday","Friday","Monday",1,4,0,0,1466,"",5,5,0,149.708888888889
"16594",16594,0,2,1,"Tuesday","Thursday","Friday",1,1,0,20,886,"",6,6,0,0.0686111111111111
"16595",16595,0,37,3,"Tuesday","Thursday","Sunday",1,2,0,0,1454,"",1,2,1,0
"16596",16596,0,38,2,"Tuesday","Saturday","Monday",3,1,0,0,1,"keppler",1,1,0,0
"16597",16597,0,24,3.04166666666667,"Tuesday","Friday","Monday",1,2,0,0,1454,"",2,2,2,0.0197222222222222
"16601",16601,0,35,3,"Wednesday","Wednesday","Saturday",1,2,0,0,1454,"",7,8,6,27.4661111111111
"16604",16604,0,73,5,"Tuesday","Friday","Wednesday",1,2,0,30,644,"",3,3,0,0.0563888888888889
"16605",16605,0,1,4,"Tuesday","Thursday","Monday",1,2,0,0,1454,"",1,1,0,0
"16606",16606,0,9,3,"Tuesday","Friday","Monday",1,2,0,20,886,"",2,2,1,0.245
"16608",16608,1,2,3,"Tuesday","Friday","Monday",2,2,0,0,1454,"",9,11,3,239.449444444444
"16611",16611,0,20,3,"Tuesday","Tuesday","Friday",1,2,2,0,1454,"",3,3,1,0.0308333333333333
"16612",16612,0,83,5,"Tuesday","Tuesday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16613",16613,0,82,5,"Tuesday","Monday","Saturday",1,2,0,0,68,"",1,1,0,0
"16614",16614,0,5,2,"Tuesday","Monday","Wednesday",1,1,0,0,36,"",1,4,4,0
"16615",16615,0,57,3,"Tuesday","Wednesday","Saturday",1,2,0,0,1454,"",2,2,0,0.00305555555555556
"16616",16616,0,11,2,"Tuesday","Saturday","Monday",1,2,2,0,1454,"",1,1,0,0
"16618",16618,0,11,1,"Tuesday","Sunday","Monday",1,2,0,0,1454,"",1,2,2,0
"16619",16619,0,4,1,"Tuesday","Saturday","Sunday",1,2,0,0,48,"",1,1,1,0
"16621",16621,0,26,3,"Tuesday","Monday","Thursday",1,2,0,20,886,"",4,6,0,0.151388888888889
"16623",16623,0,2,1,"Tuesday","Friday","Saturday",1,2,0,0,1454,"",1,1,0,0
"16624",16624,0,17,2,"Tuesday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16625",16625,0,69,3,"Friday","Friday","Monday",2,2,0,30,89,"",7,7,0,248.208611111111
"16626",16626,0,0,1,"Tuesday","Wednesday","Thursday",1,2,0,0,1454,"",2,2,0,0.0152777777777778
"16628",16628,0,5,3,"Tuesday","Sunday","Wednesday",1,1,0,0,1452,"",1,1,0,0
"16629",16629,0,79,2,"Tuesday","Friday","Sunday",2,1,1,0,7,"disneyland",1,1,3,0
"16630",16630,0,17,2,"Monday","Friday","Sunday",1,2,0,20,893,"",7,7,1,145.678611111111
"16631",16631,0,6,1,"Tuesday","Monday","Tuesday",1,2,0,0,1454,"ibis porte de clichy",4,4,1,0.07
"16632",16632,0,18,2,"Tuesday","Saturday","Monday",1,2,1,0,1454,"",2,3,0,0.286388888888889
"16633",16633,0,16,2,"Tuesday","Friday","Sunday",1,2,0,20,886,"",4,4,2,0.0544444444444444
"16634",16634,0,16,2,"Tuesday","Friday","Sunday",1,2,0,30,644,"",2,2,5,0.208333333333333
"16635",16635,0,49,1,"Tuesday","Tuesday","Wednesday",1,2,0,20,886,"",3,3,1,49.3327777777778
"16636",16636,0,16,1,"Tuesday","Thursday","Friday",1,1,0,0,1454,"",1,1,1,0
"16637",16637,0,13,3,"Tuesday","Monday","Thursday",1,1,0,0,66,"ibis",2,2,1,0.0102777777777778
"16638",16638,0,76,2,"Tuesday","Tuesday","Thursday",1,2,0,0,1454,"starhotels castille",6,6,5,0.133611111111111
"16639",16639,0,27,1,"Tuesday","Monday","Tuesday",1,2,0,0,149,"",4,4,6,0.169444444444444
"16640",16640,0,17,1,"Tuesday","Friday","Saturday",1,2,0,0,1454,"",5,6,1,193.809444444444
"16641",16641,0,0,2,"Tuesday","Wednesday","Friday",1,1,0,40,208,"",1,1,1,0
"16642",16642,0,22,1,"Wednesday","Friday","Saturday",1,2,0,0,1454,"",8,8,0,27.5141666666667
"16643",16643,0,32,2,"Tuesday","Sunday","Tuesday",1,2,0,0,1,"Walt",10,10,3,1.83361111111111
"16644",16644,0,26,4,"Tuesday","Monday","Friday",1,1,0,0,1454,"",2,2,0,0.0236111111111111
"16645",16645,0,16,2,"Tuesday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16646",16646,0,24,4.04166666666667,"Tuesday","Saturday","Wednesday",1,2,0,0,1,"les jardins du marais",1,1,2,0
"16647",16647,0,7,1,"Tuesday","Tuesday","Wednesday",1,1,0,0,47,"",8,9,6,0.661111111111111
"16648",16648,0,14,1,"Tuesday","Tuesday","Wednesday",1,1,0,0,1454,"",2,2,0,0.0175
"16649",16649,0,0,1,"Tuesday","Wednesday","Thursday",1,1,0,0,1454,"",5,11,1,0.575555555555555
"16650",16650,0,9,1,"Tuesday","Friday","Saturday",1,1,0,0,1454,"",2,2,0,0.0238888888888889
"16651",16651,0,9,3,"Thursday","Saturday","Tuesday",1,2,1,0,1466,"",4,4,2,217.694166666667
"16652",16652,0,17,2,"Tuesday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16653",16653,0,39,1,"Tuesday","Saturday","Sunday",1,2,0,0,1454,"",1,1,0,0
"16654",16654,0,48,3,"Tuesday","Monday","Thursday",1,1,0,40,208,"",4,4,2,0.348611111111111
"16656",16656,0,17,2,"Tuesday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16657",16657,0,25,1,"Tuesday","Saturday","Sunday",1,2,0,0,1454,"",2,2,0,0.0213888888888889
"16658",16658,0,2,2,"Tuesday","Friday","Sunday",1,2,0,0,1454,"",2,2,0,0.0144444444444444
"16659",16659,0,62,2,"Tuesday","Monday","Wednesday",1,2,0,0,1454,"",1,1,0,0
"16660",16660,0,59,1,"Tuesday","Saturday","Sunday",1,2,0,0,1454,"",1,1,1,0
"16661",16661,0,20,4,"Tuesday","Tuesday","Saturday",1,2,0,0,1454,"",2,2,0,73.0366666666667
"16662",16662,0,46,2,"Tuesday","Sunday","Tuesday",1,2,0,0,1454,"",3,3,0,0.0361111111111111
"16663",16663,0,14,1,"Tuesday","Wednesday","Thursday",1,1,0,20,886,"",2,3,2,0.00805555555555556
"16664",16664,0,2,1,"Tuesday","Friday","Saturday",1,2,0,0,36,"",1,1,0,0
"16665",16665,0,11,1,"Tuesday","Saturday","Sunday",1,1,0,0,36,"",1,1,1,0
"16666",16666,0,10,1,"Tuesday","Saturday","Sunday",1,1,0,0,45,"",2,2,1,25.6797222222222
"16667",16667,0,44,1,"Tuesday","Thursday","Friday",1,2,0,0,47,"",2,2,0,0.0322222222222222
"16668",16668,0,15,1,"Tuesday","Wednesday","Thursday",1,1,0,0,45,"",4,4,3,0.156666666666667
"16669",16669,0,23,1,"Thursday","Saturday","Sunday",1,2,0,0,1080,"",6,9,1,213.726111111111
"16670",16670,0,52,7,"Tuesday","Saturday","Saturday",1,1,0,0,40,"",1,3,2,0
"16671",16671,0,6,3,"Tuesday","Tuesday","Friday",1,2,0,20,1448,"les troi poussin",5,5,0,0.0575
"16674",16674,0,12,8.04166666666667,"Monday","Sunday","Monday",1,2,0,0,1460,"",4,4,1,144.401666666667
"16676",16676,0,30,3,"Wednesday","Saturday","Tuesday",1,2,0,0,27,"",3,3,0,0.0322222222222222
"16678",16678,0,8,9,"Wednesday","Friday","Sunday",1,1,0,0,27,"",3,3,0,0.0075
"16679",16679,0,34,1,"Wednesday","Tuesday","Wednesday",1,1,0,0,27,"",2,2,0,0.0252777777777778
"16681",16681,0,45,6,"Wednesday","Sunday","Saturday",2,1,2,0,1454,"",3,6,0,0.31
"16682",16682,0,4,2,"Wednesday","Sunday","Tuesday",1,3,0,0,1454,"",4,4,1,0.0683333333333333
"16684",16684,0,21,3,"Wednesday","Thursday","Sunday",1,2,0,0,1,"lutetia",1,1,0,0
"16686",16686,0,9,3,"Wednesday","Saturday","Tuesday",1,2,0,0,1454,"",1,1,1,0
"16688",16688,0,177,7,"Wednesday","Saturday","Saturday",1,2,2,50,12,"",2,2,0,0.0263888888888889
"16690",16690,0,21,8.04166666666667,"Wednesday","Thursday","Friday",1,2,0,30,643,"",6,7,1,1.525
"16691",16691,0,81,1,"Wednesday","Monday","Tuesday",1,2,0,40,208,"",1,1,0,0
"16693",16693,0,10,3,"Wednesday","Saturday","Tuesday",1,2,0,30,643,"",7,8,7,0.433055555555556
"16694",16694,0,90,7,"Wednesday","Wednesday","Wednesday",1,4,4,0,1454,"",2,2,0,0.0213888888888889
"16695",16695,0,81,3,"Wednesday","Monday","Thursday",1,2,0,40,208,"",20,31,15,1.89916666666667
"16696",16696,0,43,3,"Wednesday","Friday","Monday",1,2,0,0,1454,"",1,1,0,0
"16697",16697,0,15,3,"Wednesday","Thursday","Sunday",1,1,1,30,643,"",2,2,0,0.00944444444444444
"16698",16698,0,6,2,"Wednesday","Tuesday","Thursday",1,2,0,40,1454,"mourice",6,10,0,0.38
"16699",16699,0,0,4,"Wednesday","Thursday","Monday",1,2,0,0,1454,"",1,1,0,0
"16700",16700,1,84,3,"Wednesday","Wednesday","Saturday",1,2,0,0,1454,"",5,8,7,1.27361111111111
"16701",16701,0,46,5,"Wednesday","Monday","Saturday",1,2,0,0,0,"",1,1,0,0
