"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"15985",15985,0,31,3,"Sunday","Thursday","Sunday",2,1,1,0,1,"meridien etoile",5,5,0,0.101666666666667
"15987",15987,0,87,3,"Sunday","Thursday","Sunday",2,2,0,0,1452,"",4,4,1,0.179722222222222
"15988",15988,0,15,5,"Sunday","Tuesday","Sunday",1,2,2,40,53,"",3,3,2,0.126388888888889
"15989",15989,0,11,2,"Sunday","Friday","Sunday",1,2,0,20,887,"",1,1,0,0
"15990",15990,0,2,1,"Sunday","Wednesday","Thursday",1,1,0,30,645,"",8,9,1,0.664166666666667
"15993",15993,0,24,1,"Sunday","Thursday","Friday",1,2,0,20,32,"",4,5,4,0.184166666666667
"15994",15994,0,10,1,"Sunday","Thursday","Friday",1,2,0,0,47,"",2,3,1,0.0275
"15996",15996,0,11,1,"Sunday","Friday","Saturday",1,2,0,0,0,"",1,1,0,0
"15999",15999,0,1,3,"Sunday","Tuesday","Friday",1,2,0,0,1446,"",7,9,8,0.433333333333333
"16002",16002,0,76,10,"Monday","Monday","Thursday",2,3,0,0,42,"",1,1,1,0
"16003",16003,0,13,4,"Monday","Monday","Friday",1,2,0,40,53,"",2,2,0,165.495555555556
"16004",16004,0,4,3,"Monday","Friday","Monday",1,2,1,30,643,"",2,3,0,0.0205555555555556
"16005",16005,0,9,5,"Monday","Thursday","Tuesday",1,2,0,0,1452,"",2,2,0,0.0197222222222222
"16006",16006,0,10,1,"Monday","Friday","Saturday",1,1,0,40,30,"",4,5,2,0.0419444444444444
"16007",16007,0,4,1,"Monday","Friday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16008",16008,0,4,3,"Monday","Friday","Monday",1,2,0,30,643,"",4,5,0,0.0475
"16010",16010,0,24,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",2,3,1,0.0408333333333333
"16011",16011,0,42,5,"Monday","Monday","Saturday",1,2,0,0,1452,"",2,2,3,0.0630555555555556
"16012",16012,0,13,4,"Monday","Monday","Friday",1,1,0,30,643,"",1,1,0,0
"16013",16013,0,48,4,"Monday","Sunday","Thursday",1,2,0,0,1452,"",2,2,2,0.0630555555555556
"16015",16015,0,9,2,"Monday","Thursday","Saturday",1,2,0,0,1452,"",2,2,0,0.0327777777777778
"16016",16016,1,28,1,"Monday","Monday","Tuesday",1,2,0,0,1452,"",2,3,5,0.0869444444444444
"16017",16017,0,20,3,"Monday","Monday","Thursday",2,2,0,40,209,"",1,1,1,0
"16018",16018,0,22,1,"Monday","Wednesday","Thursday",1,2,0,0,1452,"",2,2,0,0.00583333333333333
"16020",16020,0,10,6,"Monday","Friday","Thursday",1,2,0,0,1452,"",2,3,3,0.0619444444444444
"16023",16023,0,8,5,"Monday","Tuesday","Sunday",1,2,0,0,1452,"",2,2,1,0.123611111111111
"16025",16025,1,96,1,"Thursday","Wednesday","Thursday",2,3,0,0,1455,"",27,31,17,74.9447222222222
"16028",16028,0,57,6,"Monday","Tuesday","Monday",1,2,0,40,209,"",2,2,1,0.00666666666666667
"16030",16030,0,4,2,"Monday","Friday","Sunday",1,2,1,0,1452,"",4,4,1,23.7155555555556
"16031",16031,0,8,11,"Monday","Wednesday","Sunday",1,1,0,0,1452,"",2,2,1,0.00916666666666667
"16034",16034,0,112,3,"Monday","Monday","Thursday",1,2,0,50,12,"",1,1,1,0
"16035",16035,0,9,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"Hôtel de la Bretonnerie",1,1,0,0
"16036",16036,0,39,10,"Monday","Saturday","Tuesday",1,2,0,0,1452,"",2,3,1,0.0272222222222222
"16037",16037,0,52,4,"Monday","Thursday","Monday",1,2,0,0,149,"",11,11,1,146.992222222222
"16038",16038,0,2,3,"Monday","Wednesday","Saturday",1,2,0,0,2,"saint severin",4,4,1,8.38694444444444
"16039",16039,0,3,3,"Monday","Friday","Monday",1,2,0,0,1,"Opera Deauville",1,1,0,0
"16040",16040,0,14,3,"Monday","Tuesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16041",16041,0,0,13,"Monday","Tuesday","Monday",1,1,0,0,1452,"",2,2,0,3.68388888888889
"16042",16042,0,116,1,"Monday","Friday","Saturday",1,2,0,0,1452,"",1,1,4,0
"16043",16043,0,79,4,"Monday","Wednesday","Sunday",3,2,0,0,1452,"",1,1,1,0
"16048",16048,1,20,1,"Monday","Monday","Tuesday",1,1,0,30,23,"",3,3,3,0.0375
"16050",16050,0,23,1,"Monday","Thursday","Friday",1,1,0,0,1452,"",1,1,0,0
"16051",16051,0,3,1,"Monday","Friday","Saturday",1,2,0,0,66,"",4,4,2,0.153333333333333
"16053",16053,0,33,5,"Monday","Sunday","Friday",1,1,0,0,1452,"",3,3,0,4.08055555555556
"16054",16054,0,39,7,"Monday","Saturday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16056",16056,0,94,3,"Monday","Friday","Monday",1,2,0,0,1452,"",6,6,3,0.171111111111111
"16058",16058,0,20,4,"Monday","Sunday","Thursday",1,1,0,0,1452,"Cluny Sorbonne Hotel",7,8,5,0.536666666666667
"16059",16059,0,39,5,"Monday","Saturday","Thursday",1,1,0,0,1452,"",2,5,2,0.320833333333333
"16060",16060,0,2,3,"Tuesday","Thursday","Sunday",1,2,0,0,1452,"",13,17,12,3.86833333333333
"16061",16061,0,3,2,"Monday","Friday","Sunday",1,1,0,0,1452,"",1,1,0,0
"16063",16063,0,5,2,"Monday","Saturday","Monday",1,2,0,0,1452,"",1,1,2,0
"16064",16064,0,3,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16066",16066,0,83,3,"Monday","Sunday","Wednesday",1,3,0,20,886,"",2,3,2,0.00444444444444444
"16067",16067,0,24,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",2,2,1,0.13
"16068",16068,0,10,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16069",16069,0,41,3,"Monday","Monday","Thursday",1,1,0,30,643,"",1,1,1,0
"16070",16070,0,3,2,"Monday","Friday","Sunday",1,2,2,0,1452,"",1,1,0,0
"16071",16071,0,3,3,"Monday","Friday","Monday",1,2,0,0,1452,"",1,1,0,0
"16073",16073,0,23,5.04166666666667,"Monday","Thursday","Tuesday",1,2,0,20,886,"",2,2,1,0.0075
"16074",16074,0,58,12,"Tuesday","Friday","Wednesday",1,4,0,0,1466,"",3,4,0,188.404722222222
"16075",16075,0,78,4,"Monday","Wednesday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16076",16076,0,9,3,"Monday","Thursday","Sunday",1,2,0,20,1452,"les jardins d`alessia",3,4,0,0.0313888888888889
"16077",16077,0,156,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",1,1,1,0
"16078",16078,0,156,4.95833333333333,"Monday","Thursday","Tuesday",1,1,0,0,1452,"",3,4,0,0.0475
"16079",16079,0,26,5.04166666666667,"Monday","Saturday","Thursday",1,1,1,0,1452,"",7,7,12,0.878611111111111
"16080",16080,0,5,1,"Monday","Sunday","Monday",1,2,0,0,1452,"",1,1,0,0
"16081",16081,0,93,4,"Monday","Thursday","Monday",1,2,0,0,1452,"",2,2,0,0.0330555555555556
"16082",16082,0,19,6,"Monday","Saturday","Friday",1,1,0,0,0,"",3,11,0,0.0102777777777778
"16083",16083,0,43,12,"Monday","Wednesday","Monday",1,2,0,0,1452,"",1,1,0,0
"16084",16084,0,153,5,"Monday","Monday","Saturday",1,2,0,0,1452,"",5,5,2,46.4880555555556
"16085",16085,0,82,4,"Monday","Sunday","Thursday",1,2,0,50,12,"",1,1,2,0
"16086",16086,0,0,3,"Monday","Tuesday","Friday",1,3,0,0,1452,"le meridien montparnase",1,1,0,0
"16087",16087,0,18,8,"Monday","Friday","Saturday",1,1,0,0,1452,"",1,1,1,0
"16088",16088,0,33,3,"Monday","Saturday","Tuesday",2,1,0,0,1452,"",2,2,1,0.0169444444444444
"16089",16089,0,66,2,"Monday","Friday","Sunday",1,2,0,50,12,"",1,1,0,0
"16091",16091,0,33,4,"Monday","Sunday","Thursday",1,2,0,0,1452,"",1,2,2,0
"16092",16092,0,3,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",1,2,2,0
"16093",16093,0,157,4.95833333333333,"Monday","Friday","Wednesday",1,2,0,0,1452,"",1,1,0,0
"16095",16095,0,16,4,"Tuesday","Friday","Tuesday",1,2,0,0,1454,"",6,8,2,24.6488888888889
"16096",16096,0,104,5,"Tuesday","Monday","Saturday",2,2,0,0,149,"",5,10,8,24.5858333333333
"16097",16097,0,162,18,"Monday","Tuesday","Saturday",1,1,0,0,1452,"",1,1,0,0
"16098",16098,0,31,4,"Monday","Thursday","Monday",1,2,0,0,1452,"",2,2,0,0.00777777777777778
"16100",16100,0,20,1,"Monday","Monday","Tuesday",1,2,0,40,149,"new hotel robline",7,7,16,0.605833333333333
"16101",16101,0,8,2,"Monday","Tuesday","Thursday",1,2,0,0,77,"hotel  paris liege",2,2,3,0.7125
"16102",16102,0,46,3,"Monday","Saturday","Tuesday",1,2,0,0,45,"",1,1,5,0
"16103",16103,1,2,1,"Monday","Wednesday","Thursday",1,1,0,0,43,"",2,3,3,1.74111111111111
"16105",16105,0,14,2,"Monday","Monday","Wednesday",1,1,0,0,1452,"",1,1,0,0
"16107",16107,0,82,3,"Monday","Sunday","Wednesday",1,2,0,0,1452,"",1,1,0,0
"16108",16108,0,86,2,"Monday","Wednesday","Friday",1,2,2,0,1452,"",1,1,1,0
"16110",16110,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16111",16111,0,110,1,"Monday","Saturday","Sunday",5,2,0,0,1452,"",2,2,1,0.0158333333333333
"16112",16112,0,14,2,"Monday","Monday","Wednesday",1,1,0,0,1452,"",1,1,0,0
"16113",16113,0,82,3,"Monday","Sunday","Wednesday",1,2,0,0,43,"eiffel",5,6,2,47.38
"16115",16115,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16116",16116,0,40,6,"Monday","Sunday","Saturday",1,1,0,40,209,"",2,3,0,0.0108333333333333
"16118",16118,0,45,2,"Monday","Friday","Sunday",1,2,0,0,1452,"montalabert",1,1,0,0
"16120",16120,0,86,1,"Wednesday","Saturday","Sunday",1,2,0,0,1454,"",2,2,0,45.7797222222222
"16121",16121,0,12,3,"Monday","Sunday","Wednesday",3,2,0,0,68,"Novatel",2,2,0,0.0427777777777778
"16122",16122,0,90,3,"Monday","Monday","Thursday",1,2,0,0,1452,"",1,1,0,0
"16123",16123,0,148,4,"Monday","Wednesday","Sunday",1,2,0,20,886,"",2,2,0,0.0141666666666667
"16124",16124,0,8,1,"Wednesday","Thursday","Friday",2,1,0,0,99,"",8,8,2,45.5402777777778
"16126",16126,0,61,3,"Monday","Sunday","Wednesday",1,2,0,0,1452,"",1,1,0,0
"16127",16127,0,97,5,"Monday","Monday","Saturday",1,2,0,0,1452,"",1,1,0,0
"16128",16128,0,73,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",3,5,0,0.0427777777777778
"16131",16131,0,28,3,"Monday","Tuesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16134",16134,0,2,1,"Tuesday","Thursday","Friday",6,1,0,0,1454,"",7,8,3,19.9727777777778
"16135",16135,0,122,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",2,2,1,0.0236111111111111
"16136",16136,0,31,3,"Monday","Friday","Monday",1,2,0,40,13,"",9,12,6,0.899166666666667
"16137",16137,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16138",16138,0,2,3,"Monday","Thursday","Sunday",1,1,0,30,79,"",7,9,0,0.5825
"16141",16141,0,99,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16142",16142,0,38,3,"Monday","Friday","Monday",1,2,0,0,1452,"",1,2,1,0
"16143",16143,0,117,2,"Monday","Sunday","Tuesday",1,2,0,0,1452,"",1,1,1,0
"16144",16144,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16145",16145,0,5,2,"Monday","Sunday","Tuesday",1,1,0,30,74,"",3,3,0,0.0405555555555556
"16146",16146,0,16,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",2,2,0,0.0188888888888889
"16147",16147,0,23,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",2,2,1,0.015
"16148",16148,0,76,3,"Monday","Monday","Thursday",1,2,0,0,1452,"",2,4,0,0.0983333333333333
"16149",16149,0,4,1,"Monday","Saturday","Sunday",1,1,0,40,209,"",1,1,0,0
"16150",16150,0,4,1,"Monday","Saturday","Sunday",1,2,0,0,1452,"",2,2,0,0.0108333333333333
"16151",16151,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16152",16152,0,18,3,"Monday","Saturday","Tuesday",1,2,2,0,1452,"",3,6,4,0.537777777777778
"16153",16153,0,99,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16154",16154,0,165,3,"Monday","Friday","Monday",1,2,0,0,149,"",2,2,2,0.0169444444444444
"16155",16155,0,10,3,"Monday","Friday","Monday",1,2,0,0,1452,"",1,1,0,0
"16156",16156,0,99,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16157",16157,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16158",16158,0,9,4,"Monday","Wednesday","Sunday",1,2,0,0,1452,"",2,2,0,0.0141666666666667
"16159",16159,0,13,2,"Monday","Monday","Wednesday",1,1,0,0,1452,"",1,1,0,0
"16160",16160,0,100,2,"Monday","Wednesday","Friday",1,2,0,0,1452,"",1,1,0,0
"16162",16162,0,39,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16163",16163,0,53,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",2,3,0,0.00833333333333333
"16164",16164,0,18,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",2,2,0,0.00722222222222222
"16165",16165,0,14,7,"Monday","Tuesday","Tuesday",1,2,0,0,1452,"",1,3,2,0
"16167",16167,0,94,3,"Monday","Friday","Monday",1,2,0,30,5,"",1,1,2,0
"16169",16169,0,18,1,"Monday","Friday","Saturday",1,6,0,0,1452,"",2,2,1,0.00666666666666667
"16170",16170,0,74,2,"Monday","Friday","Sunday",1,2,0,0,45,"mercure",1,1,0,0
"16178",16178,0,79,2,"Monday","Thursday","Saturday",1,2,0,0,1452,"",2,2,1,0.0355555555555556
"16181",16181,0,46,6,"Monday","Friday","Thursday",1,2,0,50,12,"",1,1,1,0
"16182",16182,0,51,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Comfort Hotel Place du Tertre",1,1,0,0
"16183",16183,0,6,6,"Monday","Monday","Sunday",2,1,1,0,1452,"",2,2,2,0.0438888888888889
"16184",16184,0,81,3,"Monday","Saturday","Tuesday",1,2,1,0,45,"mercure",4,4,4,0.536666666666667
"16186",16186,0,9,1,"Monday","Thursday","Friday",1,1,0,20,886,"",3,3,0,0.208611111111111
"16188",16188,0,10,3,"Monday","Friday","Monday",1,2,0,0,1452,"",2,2,1,0.0847222222222222
"16189",16189,0,25,2,"Monday","Friday","Sunday",2,2,0,0,149,"",2,2,1,0.0180555555555556
"16190",16190,0,46,3,"Monday","Friday","Monday",1,2,0,0,1452,"",1,1,1,0
"16192",16192,0,30,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Prima Lepic Montmartre",1,1,0,0
"16194",16194,0,108,3,"Monday","Friday","Monday",1,2,0,0,1452,"",1,1,1,0
"16195",16195,0,3,2,"Monday","Friday","Sunday",2,2,0,0,1452,"",1,1,0,0
"16196",16196,0,9,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Hotel Liege Strasbourg",1,1,0,0
"16197",16197,0,67,3,"Monday","Friday","Monday",1,2,0,30,644,"",1,1,0,0
"16198",16198,0,3,2,"Monday","Friday","Sunday",1,2,0,0,4,"Hilton",1,1,1,0
"16199",16199,0,6,3,"Monday","Monday","Thursday",1,2,0,40,209,"",1,1,0,0
"16200",16200,0,51,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Hotel Arvor St Georges",1,1,0,0
"16201",16201,0,16,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Comfort Hotel Place du Tertre",1,1,0,0
"16203",16203,0,51,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Prima Lepic Montmartre",1,1,0,0
"16206",16206,0,171,3,"Monday","Friday","Monday",1,2,2,0,1452,"",7,8,0,0.244166666666667
"16208",16208,0,16,7,"Monday","Wednesday","Wednesday",1,2,0,0,0,"Standard design Hotel",1,1,0,0
"16209",16209,0,84,3,"Thursday","Thursday","Sunday",1,2,0,20,886,"",7,7,0,54.5416666666667
"16210",16210,0,82,3,"Monday","Sunday","Wednesday",1,2,0,0,1452,"",1,2,2,0
"16211",16211,0,4,5,"Monday","Saturday","Thursday",1,2,0,30,57,"",4,4,1,47.3622222222222
"16213",16213,0,85,3,"Monday","Wednesday","Saturday",1,2,0,0,1452,"",3,3,1,0.202777777777778
"16214",16214,0,16,4,"Monday","Thursday","Monday",1,2,0,0,1452,"",1,1,0,0
"16215",16215,0,84,4,"Monday","Tuesday","Saturday",1,2,0,20,886,"",6,7,1,3.37388888888889
"16217",16217,0,50,4,"Monday","Wednesday","Sunday",1,1,0,0,1452,"",4,5,3,0.400277777777778
"16218",16218,0,39,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16219",16219,0,61,2,"Monday","Saturday","Monday",1,2,0,0,1452,"",1,1,0,0
"16220",16220,0,85,4,"Monday","Wednesday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16221",16221,0,9,3,"Wednesday","Saturday","Tuesday",1,1,0,0,772,"",2,2,0,45.0125
"16223",16223,0,74,3,"Monday","Friday","Monday",1,1,0,0,1452,"",3,3,1,0.0758333333333333
"16224",16224,0,82,6,"Monday","Saturday","Friday",1,2,0,0,1452,"",5,9,7,0.605277777777778
"16225",16225,0,32,3,"Monday","Friday","Monday",1,2,0,0,1452,"",4,4,0,4.265
"16226",16226,0,11,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16227",16227,0,59,3,"Tuesday","Friday","Monday",1,1,0,0,1454,"",5,6,5,17.2725
"16228",16228,0,24,3.04166666666667,"Monday","Friday","Monday",1,2,2,20,886,"",1,1,0,0
"16229",16229,0,58,3,"Monday","Thursday","Sunday",1,2,0,0,1452,"",7,7,4,113.969444444444
"16233",16233,0,71,4,"Monday","Tuesday","Saturday",1,4,0,0,1452,"",3,4,0,0.0416666666666667
"16235",16235,0,85,3,"Monday","Wednesday","Saturday",1,2,0,20,43,"",2,2,1,0.108611111111111
"16237",16237,0,85,6,"Monday","Wednesday","Tuesday",1,2,0,0,1452,"",1,1,1,0
"16238",16238,0,86,4,"Monday","Wednesday","Sunday",1,2,0,40,209,"",2,2,0,0.00638888888888889
"16240",16240,0,85,4,"Monday","Wednesday","Sunday",1,2,0,0,1452,"",2,2,0,0.0169444444444444
"16242",16242,0,67,3,"Monday","Friday","Monday",1,2,0,0,1452,"",2,3,1,0.00638888888888889
"16243",16243,0,7,2,"Monday","Tuesday","Thursday",1,2,0,0,1452,"",2,4,4,0.279722222222222
"16245",16245,0,75,4,"Monday","Saturday","Wednesday",1,2,0,50,12,"",2,2,0,0.0122222222222222
"16246",16246,0,10,2,"Monday","Friday","Sunday",2,2,0,30,89,"",4,4,3,0.0644444444444444
"16247",16247,0,81,7,"Monday","Saturday","Saturday",1,2,0,20,886,"",5,6,0,0.0469444444444444
"16248",16248,0,74,3,"Monday","Friday","Monday",1,2,0,0,1452,"",2,2,2,0.0225
"16249",16249,0,52,3,"Monday","Thursday","Sunday",1,2,2,40,209,"",2,2,1,0.00666666666666667
"16250",16250,0,149,6,"Monday","Thursday","Wednesday",1,2,0,0,1452,"",2,2,0,0.0144444444444444
"16252",16252,1,104,4,"Monday","Sunday","Thursday",1,2,0,0,1452,"",7,7,2,23.4630555555556
"16254",16254,0,85,3,"Monday","Wednesday","Saturday",1,4,0,30,644,"",6,11,2,0.482777777777778
"16256",16256,0,85,6,"Tuesday","Wednesday","Tuesday",1,1,0,0,1454,"",2,2,0,26.2097222222222
"16257",16257,0,21,3,"Monday","Tuesday","Friday",1,1,0,0,1452,"",1,1,0,0
"16259",16259,0,31,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16260",16260,0,59,3,"Monday","Friday","Monday",1,2,0,0,1452,"ville madame",15,20,3,220.372777777778
"16261",16261,0,80,3,"Monday","Thursday","Sunday",1,2,2,0,1452,"",2,2,0,0.0152777777777778
"16262",16262,0,25,2,"Monday","Friday","Sunday",1,4,0,0,1452,"",1,1,2,0
"16263",16263,0,42,1,"Monday","Monday","Tuesday",2,1,0,0,1,"SHERATON",1,1,0,0
"16264",16264,0,35,1,"Wednesday","Wednesday","Thursday",1,2,0,0,1,"napoleon",4,4,2,50.2233333333333
"16265",16265,0,38,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",3,4,1,0.0166666666666667
"16266",16266,1,1,1,"Monday","Tuesday","Wednesday",2,2,0,0,1452,"",3,5,5,0.146666666666667
"16268",16268,0,74,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,1,0
"16269",16269,0,12,4,"Monday","Sunday","Thursday",1,2,0,0,1452,"",3,3,0,0.0583333333333333
"16270",16270,0,5,1,"Monday","Saturday","Sunday",1,2,0,0,1452,"",2,2,0,0.0408333333333333
"16272",16272,0,21,3,"Monday","Tuesday","Friday",1,2,0,0,42,"",2,2,2,0.0119444444444444
"16273",16273,0,11,1,"Monday","Saturday","Sunday",1,1,0,0,27,"",1,1,0,0
"16274",16274,0,31,4,"Monday","Friday","Tuesday",1,2,0,0,1452,"",7,7,4,2.40416666666667
"16275",16275,0,18,2,"Monday","Friday","Sunday",1,2,0,20,886,"",2,2,0,168.041944444444
"16276",16276,0,18,1,"Monday","Saturday","Sunday",1,2,0,50,12,"",1,1,2,0
"16277",16277,0,17,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",1,1,0,0
"16278",16278,0,20,3,"Monday","Monday","Thursday",1,3,0,20,886,"",3,3,3,0.151111111111111
"16279",16279,0,11,2,"Monday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16280",16280,0,23,7.04166666666667,"Monday","Thursday","Thursday",1,2,0,0,1452,"",1,1,0,0
"16281",16281,0,16,5,"Monday","Wednesday","Monday",1,4,0,0,1452,"",1,1,2,0
"16283",16283,0,6,4,"Monday","Monday","Friday",1,1,0,0,1452,"",1,1,0,0
"16284",16284,0,23,3,"Monday","Wednesday","Saturday",1,1,0,0,1452,"",3,3,0,0.0622222222222222
"16285",16285,0,0,2,"Monday","Tuesday","Thursday",1,2,0,0,1452,"",2,4,1,0.0366666666666667
"16286",16286,0,11,2,"Monday","Friday","Sunday",1,2,0,10,913,"",2,2,0,0.0219444444444444
"16287",16287,0,11,2,"Monday","Saturday","Monday",1,2,0,0,1452,"",2,2,0,0.0502777777777778
"16291",16291,0,8,4,"Monday","Wednesday","Sunday",1,2,0,40,209,"",3,3,0,0.0252777777777778
"16292",16292,0,17,2,"Monday","Friday","Sunday",1,2,1,40,209,"",3,3,0,0.0394444444444444
"16294",16294,0,4,6,"Monday","Saturday","Friday",1,2,0,0,1452,"",1,1,1,0
"16295",16295,0,84,1,"Monday","Tuesday","Wednesday",1,2,0,0,77,"",3,3,1,4.58666666666667
"16296",16296,0,9,1,"Monday","Wednesday","Thursday",1,1,0,0,1452,"",1,1,0,0
"16297",16297,0,2,1,"Monday","Thursday","Friday",1,1,0,40,209,"",1,1,0,0
"16298",16298,0,11,1,"Monday","Saturday","Sunday",1,2,0,20,886,"",1,1,0,0
"16299",16299,0,60,3,"Monday","Saturday","Tuesday",1,2,0,0,1,"Lenox Montparnasse Hotel",1,1,1,0
"16301",16301,0,1,3,"Monday","Wednesday","Saturday",3,1,0,0,1452,"",1,1,0,0
"16304",16304,0,8,2,"Monday","Wednesday","Friday",1,1,0,30,644,"",7,8,1,192.341388888889
"16305",16305,0,10,2,"Monday","Friday","Sunday",1,2,0,0,1452,"",2,2,0,0.275555555555556
"16307",16307,0,2,2,"Monday","Thursday","Saturday",1,3,0,0,1452,"",1,1,0,0
"16309",16309,0,2,1,"Monday","Thursday","Friday",1,1,0,30,644,"",3,3,1,1.46222222222222
"16310",16310,0,1,1,"Monday","Wednesday","Thursday",1,1,0,0,1452,"",5,5,2,0.0966666666666667
"16311",16311,0,17,2,"Monday","Friday","Sunday",1,2,0,20,886,"",1,1,0,0
"16312",16312,0,18,2,"Monday","Saturday","Monday",2,1,0,0,1,"lutetia",1,1,0,0
"16313",16313,0,37,1,"Monday","Wednesday","Thursday",1,2,0,0,1452,"",5,5,0,0.186666666666667
"16314",16314,0,10,1,"Monday","Friday","Saturday",1,2,0,0,1452,"",3,4,0,0.102777777777778
"16315",16315,1,96,1,"Monday","Saturday","Sunday",1,2,2,0,1452,"novotel les halles",6,11,8,220.7875
"16316",16316,0,30,1,"Monday","Wednesday","Thursday",1,2,0,0,47,"",2,2,0,0.00722222222222222
"16317",16317,0,141,1,"Monday","Wednesday","Thursday",1,2,0,0,47,"",5,6,2,0.0858333333333333
"16319",16319,0,5,1,"Monday","Sunday","Monday",1,1,0,0,47,"",1,1,2,0
"16320",16320,0,4,1,"Monday","Friday","Saturday",1,1,0,0,47,"",1,1,2,0
"16321",16321,0,50,1,"Monday","Wednesday","Thursday",1,1,0,0,47,"",4,4,1,0.339444444444444
"16322",16322,0,128,1,"Monday","Thursday","Friday",1,1,0,0,39,"",1,1,0,0
"16323",16323,0,5,1,"Monday","Saturday","Sunday",1,1,0,0,41,"",1,1,1,0
"16324",16324,0,140,5,"Monday","Monday","Saturday",1,2,0,30,0,"best western",1,1,0,0
"16326",16326,0,79,9,"Monday","Wednesday","Friday",2,1,2,30,641,"",2,2,0,0.00777777777777778
"16329",16329,0,41,3,"Monday","Monday","Thursday",1,1,0,0,0,"",2,2,0,0.0877777777777778
"16330",16330,0,8,3,"Monday","Wednesday","Saturday",1,2,0,0,1,"hotel sydney opera",1,1,0,0
"16333",16333,0,14,7,"Tuesday","Tuesday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16335",16335,0,62,6,"Tuesday","Tuesday","Monday",1,2,0,50,12,"",1,1,2,0
"16336",16336,0,54,2,"Tuesday","Sunday","Tuesday",1,2,0,0,1454,"",1,1,0,0
"16338",16338,0,1,4,"Tuesday","Thursday","Monday",1,1,0,50,12,"",2,2,0,0.00361111111111111
"16339",16339,0,0,2,"Tuesday","Wednesday","Friday",1,2,0,0,1454,"",2,2,0,0.0655555555555555
"16340",16340,0,83,6,"Tuesday","Monday","Sunday",1,3,0,0,20,"Holiday Inn",1,1,1,0
"16343",16343,0,2,4,"Tuesday","Friday","Tuesday",1,2,0,0,1,"Grand Hotel des Gobelins",2,2,1,0.0380555555555556
"16344",16344,0,9,5,"Tuesday","Thursday","Tuesday",1,2,4,0,1452,"",1,1,0,0
"16346",16346,0,38,3,"Tuesday","Friday","Monday",1,2,0,40,1452,"arvor",2,2,2,0.0202777777777778
"16348",16348,0,32,3,"Tuesday","Saturday","Tuesday",1,2,0,0,1452,"",1,2,2,0
"16349",16349,0,8,1,"Tuesday","Wednesday","Thursday",1,2,0,0,1452,"",1,1,0,0
"16350",16350,0,48,4,"Thursday","Thursday","Monday",1,2,2,0,107,"",6,6,1,54.6247222222222
"16351",16351,0,16,3,"Tuesday","Friday","Monday",1,1,0,0,1454,"hotel diana",4,4,0,0.0652777777777778
